PLZ,Name ,Landkreis,Bundesland
31718,Pollhagen,Landkreis Schaumburg,Niedersachsen
84570,Polling,Landkreis Mühldorf a. Inn,Bayern
82398,Polling,Landkreis Weilheim-Schongau,Bayern
91805,Polsingen,Landkreis Weißenburg-Gunzenhausen,Bayern
91224,Pommelsbrunn,Landkreis Nürnberger Land,Bayern
56829,Pommern,Landkreis Cochem-Zell,Rheinland-Pfalz
96178,Pommersfelden,Landkreis Bamberg,Bayern
97490,Poppenhausen,Landkreis Schweinfurt,Bayern
36163,Poppenhausen,Landkreis Fulda,Hessen
92284,Poppenricht,Landkreis Amberg-Sulzbach,Bayern
85309,Pörnbach,Landkreis Pfaffenhofen a.d. Ilm,Bayern
32457,Porta Westfalica,Kreis Minden-Lübbecke,Nordrhein-Westfalen
93483,Pösing,Landkreis Cham,Bayern
7381,Pößneck,Landkreis Saale-Orla-Kreis,Thüringen
84103,Postau,Landkreis Landshut,Bayern
92353,Postbauer-Heng,Landkreis Neumarkt i.d. OPf.,Bayern
84389,Postmünster,Landkreis Rottal-Inn,Bayern
14482,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14480,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14478,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14476,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14473,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14471,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14469,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
14467,Potsdam,Kreisfreie Stadt Potsdam,Brandenburg
91278,Pottenstein,Landkreis Bayreuth,Bayern
86554,Pöttmes,Landkreis Aichach-Friedberg,Bayern
91099,Poxdorf,Landkreis Forchheim,Bayern
57589,Pracht,Landkreis Altenkirchen (Westerwald),Rheinland-Pfalz
94267,Prackenbach,Landkreis Regen,Bayern
24211,Preetz,Kreis Plön,Schleswig-Holstein
54664,Preist,Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
86984,Prem,Landkreis Weilheim-Schongau,Bayern
14727,Premnitz,Landkreis Havelland,Brandenburg
17291,"Prenzlau, Nordwestuckermark u.a.",Landkreis Uckermark,Brandenburg
18375,Prerow a. Darß,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
92690,Pressath,Landkreis Neustadt a.d. Waldnaab,Bayern
95355,Presseck,Landkreis Kulmbach,Bayern
96332,Pressig,Landkreis Kronach,Bayern
91362,Pretzfeld,Landkreis Forchheim,Bayern
32361,Preußisch Oldendorf,Kreis Minden-Lübbecke,Nordrhein-Westfalen
29491,Prezelle,Landkreis Lüchow-Dannenberg,Niedersachsen
97357,Prichsenstadt,Landkreis Kitzingen,Bayern
83209,"Prien a. Chiemsee, Herrenchiemssee",Landkreis Rosenheim,Bayern
25497,Prisdorf,Kreis Pinneberg,Schleswig-Holstein
86931,Prittriching,Landkreis Landsberg am Lech,Bayern
16928,"Pritzwalk, Groß Pankow",Landkreis Prignitz,Brandenburg
24253,Probsteierhagen,Kreis Plön,Schleswig-Holstein
7330,Probstzella,Landkreis Saalfeld-Rudolstadt,Thüringen
18445,Prohn,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
54597,Pronsfeld,Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
23820,Pronstorf,Kreis Segeberg,Schleswig-Holstein
97279,Prosselsheim,Landkreis Würzburg,Bayern
54595,Prüm,Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
83134,Prutting,Landkreis Rosenheim,Bayern
92715,Püchersreuth,Landkreis Neustadt a.d. Waldnaab,Bayern
82178,Puchheim,Landkreis Fürstenfeldbruck,Bayern
56305,Puderbach,Landkreis Neuwied,Rheinland-Pfalz
50259,Pulheim,Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen
82049,Pullach i. Isartal,Landkreis München,Bayern
95704,Pullenreuth,Landkreis Tirschenreuth,Bayern
1896,Pulsnitz,Landkreis Bautzen,Sachsen
56862,Pünderich,Landkreis Cochem-Zell,Rheinland-Pfalz
86932,Pürgen,Landkreis Landsberg am Lech,Bayern
90617,Puschendorf,Landkreis Fürth,Bayern
18581,Putbus,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
66346,Püttlingen,Landkreis Regionalverband Saarbrücken,Saarland
85640,Putzbrunn,Landkreis München,Bayern
90602,Pyrbaum,Landkreis Neumarkt i.d. OPf.,Bayern
49610,Quakenbrück,Landkreis Osnabrück,Niedersachsen
6484,Quedlinburg,Landkreis Harz,Sachsen-Anhalt
6485,"Quedlinburg, Ballenstedt",Landkreis Harz,Sachsen-Anhalt
6268,"Querfurt, Obhausen, Mücheln u.a.",Landkreis Saalekreis,Sachsen-Anhalt
25451,Quickborn,Kreis Pinneberg,Schleswig-Holstein
66287,Quierschied,Landkreis Regionalverband Saarbrücken,Saarland
35466,Rabenau,Landkreis Gießen,Hessen
1734,Rabenau,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
24407,Rabenkirchen-Faulück,Kreis Schleswig-Flensburg,Schleswig-Holstein
38375,Räbke,Landkreis Helmstedt,Niedersachsen
4519,Rackwitz,Landkreis Nordsachsen,Sachsen
21449,Radbruch,Landkreis Lüneburg,Niedersachsen
31604,Raddestorf,Landkreis Nienburg (Weser),Niedersachsen
1454,"Radeberg, Wachau",Landkreis Bautzen,Sachsen
1445,Radebeul,Landkreis Meißen,Sachsen
1471,Radeburg,Landkreis Meißen,Sachsen
42477,Radevormwald,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
78315,Radolfzell am Bodensee,Landkreis Konstanz,Baden-Württemberg
46348,Raesfeld,Kreis Borken,Nordrhein-Westfalen
6800,Raguhn-Jeßnitz,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
6779,Raguhn-Jeßnitz,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
32369,Rahden,Kreis Minden-Lübbecke,Nordrhein-Westfalen
94369,Rain,Landkreis Straubing-Bogen,Bayern
86641,Rain,Landkreis Donau-Ries,Bayern
73492,Rainau,Landkreis Ostalbkreis,Baden-Württemberg
82399,Raisting,Landkreis Weilheim-Schongau,Bayern
18516,Rakow,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
54310,Ralingen,Landkreis Trier-Saarburg,Rheinland-Pfalz
83561,Ramerberg,Landkreis Rosenheim,Bayern
66887,Rammelsbach u.a.,Landkreis Kusel,Rheinland-Pfalz
89192,Rammingen,Landkreis Alb-Donau-Kreis,Baden-Württemberg
86871,Rammingen,Landkreis Unterallgäu,Bayern
83486,Ramsau b. Berchtesgaden,Landkreis Berchtesgadener Land,Bayern
67305,Ramsen,Landkreis Donnersbergkreis,Rheinland-Pfalz
66877,Ramstein-Miesenbach,Landkreis Kaiserslautern,Rheinland-Pfalz
97729,Ramsthal,Landkreis Bad Kissingen,Bayern
97236,Randersacker,Landkreis Würzburg,Bayern
72414,Rangendingen,Landkreis Zollernalbkreis,Baden-Württemberg
15834,Rangsdorf,Landkreis Teltow-Fläming,Brandenburg
7389,Ranis,Landkreis Saale-Orla-Kreis,Thüringen
97517,Rannungen,Landkreis Bad Kissingen,Bayern
56235,Ransbach-Baumbach,Landkreis Westerwaldkreis,Rheinland-Pfalz
63691,Ranstadt,Landkreis Wetteraukreis,Hessen
25873,Rantrum,Kreis Nordfriesland,Schleswig-Holstein
8352,Raschau,Landkreis Erzgebirgskreis,Sachsen
36169,Rasdorf,Landkreis Fulda,Hessen
76437,Rastatt,Landkreis Rastatt,Baden-Württemberg
26180,Rastede,Landkreis Ammerland,Niedersachsen
99636,Rastenberg,Landkreis Sömmerda,Thüringen
19077,Rastow,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
23626,Ratekau,Kreis Ostholstein,Schleswig-Holstein
14712,Rathenow,Landkreis Havelland,Brandenburg
40885,Ratingen,Kreis Mettmann,Nordrhein-Westfalen
40883,Ratingen,Kreis Mettmann,Nordrhein-Westfalen
40882,Ratingen,Kreis Mettmann,Nordrhein-Westfalen
40880,Ratingen,Kreis Mettmann,Nordrhein-Westfalen
40878,Ratingen,Kreis Mettmann,Nordrhein-Westfalen
72365,Ratshausen,Landkreis Zollernalbkreis,Baden-Württemberg
96179,Rattelsdorf,Landkreis Bamberg,Bayern
94371,Rattenberg,Landkreis Straubing-Bogen,Bayern
94372,Rattiszell,Landkreis Straubing-Bogen,Bayern
23909,Ratzeburg,Kreis Herzogtum Lauenburg,Schleswig-Holstein
29590,Rätzlingen,Landkreis Uelzen,Niedersachsen
39359,"Rätzlingen, Wegenstedt, Calvörde, Böddensell u.a.",Landkreis Börde,Sachsen-Anhalt
56316,Raubach,Landkreis Neuwied,Rheinland-Pfalz
83064,Raubling,Landkreis Rosenheim,Bayern
69231,Rauenberg,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
96181,Rauhenebrach,Landkreis Haßberge,Bayern
65479,Raunheim,Landkreis Groß-Gerau,Hessen
35282,Rauschenberg,Landkreis Marburg-Biedenkopf,Hessen
88214,Ravensburg,Landkreis Ravensburg,Baden-Württemberg
88213,Ravensburg,Landkreis Ravensburg,Baden-Württemberg
88212,Ravensburg,Landkreis Ravensburg,Baden-Württemberg
74747,Ravenstein,Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg
73098,Rechberghausen,Landkreis Göppingen,Baden-Württemberg
17248,Rechlin,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
97848,Rechtenbach,Landkreis Main-Spessart,Bayern
83562,Rechtmehring,Landkreis Mühldorf a. Inn,Bayern
49509,Recke,Kreis Steinfurt,Nordrhein-Westfalen
96182,Reckendorf,Landkreis Bamberg,Bayern
45665,Recklinghausen,Kreis Recklinghausen,Nordrhein-Westfalen
45663,Recklinghausen,Kreis Recklinghausen,Nordrhein-Westfalen
45661,Recklinghausen,Kreis Recklinghausen,Nordrhein-Westfalen
45659,Recklinghausen,Kreis Recklinghausen,Nordrhein-Westfalen
45657,Recklinghausen,Kreis Recklinghausen,Nordrhein-Westfalen
96257,Redwitz a.d. Rodach,Landkreis Lichtenfels,Bayern
46459,Rees,Kreis Kleve,Nordrhein-Westfalen
94209,Regen,Landkreis Regen,Bayern
93059,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93057,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93055,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93053,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93051,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93049,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93047,Regensburg,Kreisfreie Stadt Regensburg,Bayern
93128,Regenstauf,Landkreis Regensburg,Bayern
21649,Regesbostel,Landkreis Harburg,Niedersachsen
4565,Regis-Breitingen,Landkreis Leipzig,Sachsen
95194,Regnitzlosau,Landkreis Hof,Bayern
95111,Rehau,Landkreis Hof,Bayern
55592,Rehborn,Landkreis Bad Kreuznach,Rheinland-Pfalz
31547,Rehburg-Loccum,Landkreis Nienburg (Weser),Niedersachsen
25593,Reher,Kreis Steinburg,Schleswig-Holstein
86508,Rehling,Landkreis Aichach-Friedberg,Bayern
66780,Rehlingen-Siersburg,Landkreis Saarlouis,Saarland
19217,"Rehna, Carlow u.a.",Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
74934,Reichartshausen,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
64385,Reichelsheim (Odenwald),Landkreis Odenwaldkreis,Hessen
61203,Reichelsheim (Wetterau),Landkreis Wetteraukreis,Hessen
78479,Reichenau,Landkreis Konstanz,Baden-Württemberg
93189,Reichenbach,Landkreis Cham,Bayern
73262,Reichenbach an der Fils,Landkreis Esslingen,Baden-Württemberg
2894,"Reichenbach, Vierkirchen",Landkreis Görlitz,Sachsen
8468,Reichenbach/Vogtl.,Landkreis Vogtlandkreis,Sachsen
97234,"Reichenberg, Guttenberger Wald",Landkreis Würzburg,Bayern
91244,Reichenschwand,Landkreis Nürnberger Land,Bayern
83677,Reichersbeuern,Landkreis Bad Tölz-Wolfratshausen,Bayern
85293,Reichertshausen,Landkreis Pfaffenhofen a.d. Ilm,Bayern
84437,Reichertsheim,Landkreis Mühldorf a. Inn,Bayern
85084,Reichertshofen,Landkreis Pfaffenhofen a.d. Ilm,Bayern
86934,Reichling,Landkreis Landsberg am Lech,Bayern
51580,Reichshof,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
66507,Reifenberg,Landkreis Südwestpfalz,Rheinland-Pfalz
53520,"Reifferscheid, Kaltenborn, Wershofen u.a.",Landkreis Vulkaneifel,Rheinland-Pfalz
56861,Reil,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
68799,Reilingen,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
18276,"Reimershagen, Lohmen, Zehna, Hägerfelde u.a.",Landkreis Rostock,Mecklenburg-Vorpommern
86756,Reimlingen,Landkreis Donau-Ries,Bayern
21465,Reinbek,Kreis Stormarn,Schleswig-Holstein
23858,Reinfeld (Holstein),Kreis Stormarn,Schleswig-Holstein
34359,Reinhardshagen,Landkreis Kassel,Hessen
64354,Reinheim,Landkreis Darmstadt-Dieburg,Hessen
9634,Reinsberg,Landkreis Mittelsachsen,Sachsen
9629,Reinsberg,Landkreis Mittelsachsen,Sachsen
8141,Reinsdorf,Landkreis Zwickau,Sachsen
54421,Reinsfeld,Landkreis Trier-Saarburg,Rheinland-Pfalz
21400,Reinstorf,Landkreis Lüneburg,Niedersachsen
94419,Reisbach,Landkreis Dingolfing-Landau,Bayern
84571,Reischach,Landkreis Altötting,Bayern
35447,Reiskirchen,Landkreis Gießen,Hessen
83242,Reit im Winkl,Landkreis Traunstein,Bayern
48734,Reken,Kreis Borken,Nordrhein-Westfalen
25462,Rellingen,Kreis Pinneberg,Schleswig-Holstein
53424,Remagen,Landkreis Ahrweiler,Rheinland-Pfalz
75196,Remchingen,Landkreis Enzkreis,Baden-Württemberg
97280,Remlingen,Landkreis Würzburg,Bayern
38319,Remlingen,Landkreis Wolfenbüttel,Niedersachsen
7368,Remptendorf,Landkreis Saale-Orla-Kreis,Thüringen
42899,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
42897,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
42859,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
42857,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
42855,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
42853,Remscheid,Kreisfreie Stadt Remscheid,Nordrhein-Westfalen
8373,Remse,Landkreis Zwickau,Sachsen
71686,Remseck am Neckar,Landkreis Ludwigsburg,Baden-Württemberg
73630,Remshalden,Landkreis Rems-Murr-Kreis,Baden-Württemberg
77871,Renchen,Landkreis Ortenaukreis,Baden-Württemberg
24768,Rendsburg,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
56579,Rengsdorf,Landkreis Neuwied,Rheinland-Pfalz
38368,"Rennau, Querenhorst, Mariental, Grasleben",Landkreis Helmstedt,Niedersachsen
56477,"Rennerod, Zehnhausen, Nister-Möhrendorf, Waigandshain",Landkreis Westerwaldkreis,Rheinland-Pfalz
86643,Rennertshofen,Landkreis Neuburg-Schrobenhausen,Bayern
71272,Renningen,Landkreis Böblingen,Baden-Württemberg
78603,Renquishausen,Landkreis Tuttlingen,Baden-Württemberg
96184,Rentweinsdorf,Landkreis Haßberge,Bayern
21391,"Reppenstedt, Lüneburg",Landkreis Lüneburg,Niedersachsen
18230,"Rerik, Bastorf, Biendorf",Landkreis Rostock,Mecklenburg-Vorpommern
27336,"Rethem (Aller), Häuslingen, Frankenfeld",Landkreis Heidekreis,Niedersachsen
18211,"Retschow, Admannshagen-Bargeshagen u.a.",Landkreis Rostock,Mecklenburg-Vorpommern
93191,Rettenbach,Landkreis Cham,Bayern
89364,Rettenbach,Landkreis Günzburg,Bayern
87549,Rettenberg,Landkreis Oberallgäu,Bayern
56769,Retterath,Landkreis Vulkaneifel,Rheinland-Pfalz
97282,Retzstadt,Landkreis Main-Spessart,Bayern
79276,Reute,Landkreis Emmendingen,Baden-Württemberg
92717,Reuth b. Erbendorf,Landkreis Tirschenreuth,Bayern
72770,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
72768,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
72766,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
72764,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
72762,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
72760,Reutlingen,Landkreis Reutlingen,Baden-Württemberg
26817,Rhauderfehn,Landkreis Leer,Niedersachsen
55624,Rhaunen,Landkreis Birkenfeld,Rheinland-Pfalz
33378,Rheda-Wiedenbrück,Kreis Gütersloh,Nordrhein-Westfalen
46414,Rhede,Kreis Borken,Nordrhein-Westfalen
26899,Rhede (Ems),Landkreis Emsland,Niedersachsen
77866,Rheinau,Landkreis Ortenaukreis,Baden-Württemberg
53359,Rheinbach,Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen
47495,Rheinberg,Kreis Wesel,Nordrhein-Westfalen
55494,Rheinböllen,Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz
53619,Rheinbreitbach,Landkreis Neuwied,Rheinland-Pfalz
56598,Rheinbrohl,Landkreis Neuwied,Rheinland-Pfalz
48432,Rheine,Kreis Steinfurt,Nordrhein-Westfalen
48431,Rheine,Kreis Steinfurt,Nordrhein-Westfalen
48429,Rheine,Kreis Steinfurt,Nordrhein-Westfalen
79618,Rheinfelden (Baden),Landkreis Lörrach,Baden-Württemberg
79365,Rheinhausen,Landkreis Emmendingen,Baden-Württemberg
77836,Rheinmünster,Landkreis Rastatt,Baden-Württemberg
16837,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg
16831,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg
76287,Rheinstetten,Landkreis Karlsruhe,Baden-Württemberg
76764,Rheinzabern,Landkreis Germersheim,Rheinland-Pfalz
56321,Rhens,Landkreis Mayen-Koblenz,Rheinland-Pfalz
47509,Rheurdt,Kreis Kleve,Nordrhein-Westfalen
14728,Rhinow,Landkreis Havelland,Brandenburg
76835,Rhodt u.a.,Landkreis Südliche Weinstraße,Rheinland-Pfalz
38551,Ribbesbüttel,Landkreis Gifhorn,Niedersachsen
18311,Ribnitz-Damgarten,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
79736,Rickenbach,Landkreis Waldshut,Baden-Württemberg
24635,Rickling,Kreis Segeberg,Schleswig-Holstein
86510,Ried,Landkreis Aichach-Friedberg,Bayern
97519,Riedbach,Landkreis Haßberge,Bayern
27339,Riede,Landkreis Verden,Niedersachsen
92286,Rieden,Landkreis Amberg-Sulzbach,Bayern
87668,Rieden,Landkreis Ostallgäu,Bayern
87669,Rieden am Forggensee,Landkreis Ostallgäu,Bayern
97792,Riedenberg,Landkreis Bad Kissingen,Bayern
93339,Riedenburg,Landkreis Kelheim,Bayern
97283,Riedenheim,Landkreis Würzburg,Bayern
72585,Riederich,Landkreis Reutlingen,Baden-Württemberg
83083,Riedering,Landkreis Rosenheim,Bayern
88377,Riedhausen,Landkreis Ravensburg,Baden-Württemberg
94566,Riedlhütte,Landkreis Freyung-Grafenau,Bayern
88499,Riedlingen,Landkreis Biberach,Baden-Württemberg
64560,Riedstadt,Landkreis Groß-Gerau,Hessen
79359,Riegel Kaiserstuhl,Landkreis Emmendingen,Baden-Württemberg
66292,Riegelsberg,Landkreis Regionalverband Saarbrücken,Saarland
78239,Rielasingen-Worblingen,Landkreis Konstanz,Baden-Württemberg
97794,Rieneck,Landkreis Main-Spessart,Bayern
1591,Riesa,Landkreis Meißen,Sachsen
1589,Riesa,Landkreis Meißen,Sachsen
1587,Riesa,Landkreis Meißen,Sachsen
1594,"Riesa, Stauchitz, Hirschstein",Landkreis Meißen,Sachsen
73469,Riesbürg,Landkreis Ostalbkreis,Baden-Württemberg
66509,Rieschweiler-Mühlbach,Landkreis Südwestpfalz,Rheinland-Pfalz
49597,Rieste,Landkreis Osnabrück,Niedersachsen
55499,Riesweiler,Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz
33397,Rietberg,Kreis Gütersloh,Nordrhein-Westfalen
78604,Rietheim-Weilheim,Landkreis Tuttlingen,Baden-Württemberg
2956,Rietschen,Landkreis Görlitz,Sachsen
93485,Rimbach,Landkreis Cham,Bayern
64668,Rimbach,Landkreis Bergstraße,Hessen
97222,Rimpar,Landkreis Würzburg,Bayern
83253,Rimsting,Landkreis Rosenheim,Bayern
94269,Rinchnach,Landkreis Regen,Bayern
49824,"Ringe, Laar, Emlichheim",Landkreis Grafschaft Bentheim,Niedersachsen
94160,Ringelai,Landkreis Freyung-Grafenau,Bayern
37296,Ringgau,Landkreis Werra-Meißner-Kreis,Hessen
77975,Ringsheim,Landkreis Ortenaukreis,Baden-Württemberg
31737,Rinteln,Landkreis Schaumburg,Niedersachsen
25920,"Risum-Lindholm, Stedesand",Kreis Nordfriesland,Schleswig-Holstein
27721,Ritterhude,Landkreis Osterholz,Niedersachsen
54636,Rittersdorf u.a.,Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
17207,Röbel/Müritz,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
39579,Rochau,Landkreis Stendal,Sachsen-Anhalt
9306,Rochlitz,Landkreis Mittelsachsen,Sachsen
35519,Rockenberg,Landkreis Wetteraukreis,Hessen
67806,"Rockenhausen, Bisterschied u.a.",Landkreis Donnersbergkreis,Rheinland-Pfalz
99102,"Rockhausen, Klettbach",Landkreis Weimarer Land,Thüringen
91740,Röckingen,Landkreis Ansbach,Bayern
96476,Rodach b. Coburg,Landkreis Coburg,Bayern
66976,Rodalben,Landkreis Südwestpfalz,Rheinland-Pfalz
99976,"Rodeberg, Dünwald u.a.",Landkreis Unstrut-Hainich-Kreis,Thüringen
97348,Rödelsee,Landkreis Kitzingen,Bayern
97849,Roden,Landkreis Main-Spessart,Bayern
25924,Rodenäs,Kreis Nordfriesland,Schleswig-Holstein
67688,Rodenbach,Landkreis Kaiserslautern,Rheinland-Pfalz
63517,Rodenbach,Landkreis Main-Kinzig-Kreis,Hessen
96472,Rödental,Landkreis Coburg,Bayern
4932,"Röderland, Großthiemig u.a.",Landkreis Elbe-Elster,Brandenburg
63322,Rödermark,Landkreis Offenbach,Hessen
67127,Rödersheim-Gronau,Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz
31637,Rodewald,Landkreis Nienburg (Weser),Niedersachsen
8228,Rodewisch,Landkreis Vogtlandkreis,Sachsen
63110,Rodgau,Landkreis Offenbach,Hessen
93426,Roding,Landkreis Cham,Bayern
32289,Rödinghausen,Kreis Herford,Nordrhein-Westfalen
52159,Roetgen,Kreis Städteregion Aachen,Nordrhein-Westfalen
89365,Röfingen,Landkreis Günzburg,Bayern
89297,Roggenburg,Landkreis Neu-Ulm,Bayern
18184,"Roggentin, Broderstorf u.a.",Landkreis Rostock,Mecklenburg-Vorpommern
86703,Rögling,Landkreis Donau-Ries,Bayern
23821,Rohlstorf,Kreis Segeberg,Schleswig-Holstein
91189,Rohr,Landkreis Roth,Bayern
93352,Rohr i. NB,Landkreis Kelheim,Bayern
85296,Rohrbach,Landkreis Pfaffenhofen a.d. Ilm,Bayern
83101,Rohrdorf,Landkreis Rosenheim,Bayern
72229,Rohrdorf,Landkreis Calw,Baden-Württemberg
86701,Rohrenfels,Landkreis Neuburg-Schrobenhausen,Bayern
85244,Röhrmoos,Landkreis Dachau,Bayern
94133,Röhrnbach,Landkreis Freyung-Grafenau,Bayern
9247,Röhrsdorf,Kreisfreie Stadt Chemnitz,Sachsen
31627,Rohrsen,Landkreis Nienburg (Weser),Niedersachsen
74255,Roigheim,Landkreis Heilbronn,Baden-Württemberg
6809,"Roitzsch, Petersroda",Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
38325,Roklum,Landkreis Wolfenbüttel,Niedersachsen
63934,Röllbach,Landkreis Miltenberg,Bayern
67354,Römerberg,Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz
72587,Römerstein,Landkreis Reutlingen,Baden-Württemberg
98630,Römhild,Landkreis Hildburghausen,Thüringen
41569,Rommerskirchen,Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen
36329,Romrod,Landkreis Vogelsbergkreis,Hessen
29591,Römstedt,Landkreis Uelzen,Niedersachsen
63549,Ronneburg,Landkreis Main-Kinzig-Kreis,Hessen
7580,"Ronneburg, Braunichswalde, Großenstein u.a.",Landkreis Greiz,Thüringen
30952,Ronnenberg,Landkreis Region Hannover,Niedersachsen
87671,Ronsberg,Landkreis Ostallgäu,Bayern
36217,Ronshausen,Landkreis Hersfeld-Rotenburg,Hessen
61191,Rosbach v.d. Höhe,Landkreis Wetteraukreis,Hessen
29571,Rosche,Landkreis Uelzen,Niedersachsen
37124,Rosdorf,Landkreis Göttingen,Niedersachsen
8548,Rosenbach,Landkreis Vogtlandkreis,Sachsen
8539,Rosenbach,Landkreis Vogtlandkreis,Sachsen
74749,Rosenberg,Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg
73494,Rosenberg,Landkreis Ostalbkreis,Baden-Württemberg
48720,Rosendahl,Kreis Coesfeld,Nordrhein-Westfalen
72348,Rosenfeld,Landkreis Zollernalbkreis,Baden-Württemberg
74538,Rosengarten,Landkreis Schwäbisch Hall,Baden-Württemberg
21224,Rosengarten,Landkreis Harburg,Niedersachsen
83026,Rosenheim,Kreisfreie Stadt Rosenheim,Bayern
83024,Rosenheim,Kreisfreie Stadt Rosenheim,Bayern
83022,Rosenheim,Kreisfreie Stadt Rosenheim,Bayern
17091,Rosenow,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
35119,Rosenthal,Landkreis Waldeck-Frankenberg,Hessen
7366,Rosenthal am Rennsteig,Landkreis Saale-Orla-Kreis,Thüringen
4617,"Rositz, Starkenberg, Treben",Landkreis Altenburger Land,Thüringen
95195,Röslau,Landkreis Wunsiedel i. Fichtelgebirge,Bayern
51503,Rösrath,Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen
94439,Roßbach,Landkreis Rottal-Inn,Bayern
64380,Roßdorf,Landkreis Darmstadt-Dieburg,Hessen
87672,Roßhaupten,Landkreis Ostallgäu,Bayern
6571,"Roßleben-Wiehe, Gehofen",Landkreis Kyffhäuserkreis,Thüringen
90574,Roßtal,Landkreis Fürth,Bayern
4741,Roßwein,Landkreis Mittelsachsen,Sachsen
18147,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18146,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18119,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18109,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18106,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18057,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18055,Rostock,Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18182,"Rostock, Gelbensande, Rövershagen u.a.",Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18181,"Rostock, Graal-Müritz",Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18069,"Rostock, Lambrechtshagen",Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
18059,"Rostock, Papendorf u.a.",Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern
74585,Rot am See,Landkreis Schwäbisch Hall,Baden-Württemberg
88430,Rot an der Rot,Landkreis Biberach,Baden-Württemberg
